Type,Results
Nonlinear,"[np.float64(-3.5869342736180867), np.float64(-3.5869319349749533), np.float64(-3.524650873836208), np.float64(-3.5246508736197484), np.float64(-3.5246508732450366), np.float64(-3.5801869820275414), np.float64(-3.581508171240568), np.float64(-3.5798268006511336), np.float64(-3.577955190141438), np.float64(-3.5788547766686634), np.float64(-3.5774976740601687), np.float64(-3.578055108146046), np.float64(-3.5784873492608895), np.float64(-3.5780384285394575), np.float64(-3.577028515606486), np.float64(-3.576192660113435), np.float64(-3.576077402223234), np.float64(-3.5760093470656216), np.float64(-3.5760673777633087), np.float64(-3.576111864195667), np.float64(-3.5778433762790485), np.float64(-3.577787386847362), np.float64(-3.577095311080342), np.float64(-3.5772328615104527), np.float64(-3.5783714628992414), np.float64(-3.5785551701818292), np.float64(-3.5783383233982278), np.float64(-3.5782834769584753), np.float64(-3.577862942905), np.float64(-3.5778295814894676), np.float64(-3.577640985965971), np.float64(-3.5774733078624337), np.float64(-3.5773270163903845), np.float64(-3.576870015988547), np.float64(-3.5809441747562083), np.float64(-3.581103466620533), np.float64(-3.5810287460452948), np.float64(-3.5808244319481233), np.float64(-3.5807660412453473), np.float64(-3.5821975267745714), np.float64(-3.582024198177791), np.float64(-3.582078205393856), np.float64(-3.582125216213386), np.float64(-3.582097849872981), np.float64(-3.582075751820616), np.float64(-3.5820149081978254), np.float64(-3.5820476445830316), np.float64(-3.582032388737205), np.float64(-3.582064744883946), np.float64(-3.5817239543397528), np.float64(-3.5815346377580575), np.float64(-3.5812345030729524), np.float64(-3.580959941718639), np.float64(-3.580770635623292), np.float64(-3.580599293246209), np.float64(-3.5805790105092967), np.float64(-3.5804129309796267), np.float64(-3.581568563687231), np.float64(-3.581411452052663), np.float64(-3.581263808587167), np.float64(-3.5812470959145273), np.float64(-3.5812325060627046), np.float64(-3.5822143694416084), np.float64(-3.582275639439775), np.float64(-3.5822355383544746), np.float64(-3.5822895715208958), np.float64(-3.5831475416003795), np.float64(-3.5831337313411407), np.float64(-3.583103240077297), np.float64(-3.583091362188325), np.float64(-3.583050739589792), np.float64(-3.5830100437286907), np.float64(-3.582877054538697), np.float64(-3.582863768658349), np.float64(-3.582920239811206), np.float64(-3.582635666818584), np.float64(-3.5826250644396698), np.float64(-3.583344153994636)]"
Nonlinear,"[np.float64(-3.4574629840449234), np.float64(-3.571515734598904), np.float64(-3.5738304479562544), np.float64(-3.580375513106322), np.float64(-3.576509810759518), np.float64(-3.578718388148019), np.float64(-3.5777859464964337), np.float64(-3.5772045007417574), np.float64(-3.5752410124417793), np.float64(-3.5767823387295152), np.float64(-3.576567077368935), np.float64(-3.5762327940176704), np.float64(-3.577394084299229), np.float64(-3.5768995787086624), np.float64(-3.5756353385830835), np.float64(-3.5746445401509277), np.float64(-3.574615994619677), np.float64(-3.5739048203650725), np.float64(-3.573942078884585), np.float64(-3.5739735086771134), np.float64(-3.5738481741369412), np.float64(-3.573872413456968), np.float64(-3.5784350908763116), np.float64(-3.5783480271921633), np.float64(-3.581254715183242), np.float64(-3.581201044803109), np.float64(-3.581512787988906), np.float64(-3.581428814066392), np.float64(-3.5813588305183757), np.float64(-3.5813130877120756), np.float64(-3.5815546264723466), np.float64(-3.5816266011312337), np.float64(-3.581524163078484), np.float64(-3.5828327410759107), np.float64(-3.582816324622157), np.float64(-3.582956320839843), np.float64(-3.582921889069235), np.float64(-3.5825925292517686), np.float64(-3.5825686739422444), np.float64(-3.582482175802099), np.float64(-3.582468135242511), np.float64(-3.5822326417394006), np.float64(-3.583207161232966), np.float64(-3.582991034868268), np.float64(-3.5829540857167075), np.float64(-3.5830902195530685), np.float64(-3.5830746469548256), np.float64(-3.582864922720475), np.float64(-3.5829873839621498), np.float64(-3.5829724773528158), np.float64(-3.583085986827218), np.float64(-3.5830738327829668), np.float64(-3.583003572190811), np.float64(-3.5828122167518233), np.float64(-3.582798429122948), np.float64(-3.5827449787207453), np.float64(-3.5826939057505456), np.float64(-3.5826461666935696), np.float64(-3.583466826573442), np.float64(-3.583552356778945), np.float64(-3.583634102203863), np.float64(-3.5834679401534917), np.float64(-3.583418210455278), np.float64(-3.583115959478561), np.float64(-3.5838399347783074), np.float64(-3.5844763142212557), np.float64(-3.5844674589112806), np.float64(-3.5844564802617995), np.float64(-3.584446456682585), np.float64(-3.5844373540378953), np.float64(-3.5842843019900386), np.float64(-3.5842392211162277), np.float64(-3.5841710094467913), np.float64(-3.5842547542431475), np.float64(-3.58433334916284), np.float64(-3.584324379965267), np.float64(-3.584318074218846), np.float64(-3.584169838037514)]"
XGB,"[np.float32(-3.5481093), np.float32(-3.5504782), np.float32(-3.548558), np.float32(-3.548558), np.float32(-3.548558), np.float32(-3.548558), np.float32(-3.548558), np.float32(-3.548558), np.float32(-3.548558), np.float32(-3.548558), np.float32(-3.5499368), np.float32(-3.5492437), np.float32(-3.5492437), np.float32(-3.5489593), np.float32(-3.5489593), np.float32(-3.5493321), np.float32(-3.5493321), np.float32(-3.5503757), np.float32(-3.5503528), np.float32(-3.5500195), np.float32(-3.5508738), np.float32(-3.5503762), np.float32(-3.5503762), np.float32(-3.5502503), np.float32(-3.5501244), np.float32(-3.5505333), np.float32(-3.5501122), np.float32(-3.5504522), np.float32(-3.5504522), np.float32(-3.5503905), np.float32(-3.550464), np.float32(-3.5524976), np.float32(-3.5547805), np.float32(-3.5554597), np.float32(-3.5554905), np.float32(-3.5549235), np.float32(-3.5551732), np.float32(-3.555688), np.float32(-3.5562673), np.float32(-3.5562723), np.float32(-3.5561152), np.float32(-3.5561152), np.float32(-3.5561152), np.float32(-3.5561152), np.float32(-3.5557919), np.float32(-3.5557919), np.float32(-3.555777), np.float32(-3.5557857), np.float32(-3.5557928), np.float32(-3.5557928), np.float32(-3.5557969), np.float32(-3.5558362), np.float32(-3.5558362), np.float32(-3.5560336), np.float32(-3.5560336), np.float32(-3.5559986), np.float32(-3.5561512), np.float32(-3.5561466), np.float32(-3.5563686), np.float32(-3.5563686), np.float32(-3.5563686), np.float32(-3.5563686), np.float32(-3.5563686), np.float32(-3.5561419), np.float32(-3.5561419), np.float32(-3.5561419), np.float32(-3.5561419), np.float32(-3.5561419), np.float32(-3.5561428), np.float32(-3.5561419), np.float32(-3.5561473), np.float32(-3.5561473), np.float32(-3.5560534), np.float32(-3.5560534), np.float32(-3.5560534), np.float32(-3.5560534), np.float32(-3.5560515), np.float32(-3.5560515)]"
XGB,"[np.float32(-3.5513496), np.float32(-3.558568), np.float32(-3.5648751), np.float32(-3.5602057), np.float32(-3.5546377), np.float32(-3.560534), np.float32(-3.5556343), np.float32(-3.5608277), np.float32(-3.5559995), np.float32(-3.5559409), np.float32(-3.5557673), np.float32(-3.555918), np.float32(-3.5559127), np.float32(-3.5540345), np.float32(-3.5557878), np.float32(-3.5559032), np.float32(-3.5558848), np.float32(-3.5559666), np.float32(-3.55601), np.float32(-3.555983), np.float32(-3.5560162), np.float32(-3.5563571), np.float32(-3.556438), np.float32(-3.5564175), np.float32(-3.5564277), np.float32(-3.5545177), np.float32(-3.5563886), np.float32(-3.5564446), np.float32(-3.5564637), np.float32(-3.556478), np.float32(-3.5564733), np.float32(-3.5564778), np.float32(-3.5570908), np.float32(-3.5565724), np.float32(-3.5565739), np.float32(-3.556572), np.float32(-3.556572), np.float32(-3.5565724), np.float32(-3.5565724), np.float32(-3.5562408), np.float32(-3.5562408), np.float32(-3.5560148), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559783), np.float32(-3.5559783), np.float32(-3.5559719), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.5559738), np.float32(-3.555874), np.float32(-3.5559828), np.float32(-3.5559566), np.float32(-3.5559566), np.float32(-3.5559566), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.556055), np.float32(-3.5562224), np.float32(-3.5564914), np.float32(-3.556486), np.float32(-3.556486), np.float32(-3.5562472), np.float32(-3.5560863), np.float32(-3.5560915), np.float32(-3.5560863)]"
XGB,"[np.float32(-3.5481858), np.float32(-3.548186), np.float32(-3.5476317), np.float32(-3.5476317), np.float32(-3.5481877), np.float32(-3.548186), np.float32(-3.5539627), np.float32(-3.554025), np.float32(-3.5548308), np.float32(-3.5561798), np.float32(-3.5575206), np.float32(-3.5561798), np.float32(-3.5570364), np.float32(-3.5573573), np.float32(-3.5578074), np.float32(-3.5581594), np.float32(-3.5582778), np.float32(-3.5569563), np.float32(-3.5556118), np.float32(-3.5556157), np.float32(-3.5556197), np.float32(-3.5556552), np.float32(-3.55567), np.float32(-3.55567), np.float32(-3.5556688), np.float32(-3.555789), np.float32(-3.555789), np.float32(-3.5557864), np.float32(-3.5557861), np.float32(-3.555783), np.float32(-3.555783), np.float32(-3.555783), np.float32(-3.555783), np.float32(-3.555783), np.float32(-3.5557876), np.float32(-3.5557837), np.float32(-3.5557835), np.float32(-3.5557914), np.float32(-3.5557961), np.float32(-3.5560493), np.float32(-3.5560484), np.float32(-3.5560484), np.float32(-3.5560484), np.float32(-3.5560484), np.float32(-3.5560544), np.float32(-3.5560544), np.float32(-3.5560496), np.float32(-3.5560484), np.float32(-3.556503), np.float32(-3.556503), np.float32(-3.556503), np.float32(-3.5560882), np.float32(-3.5560882), np.float32(-3.5559878), np.float32(-3.555948), np.float32(-3.555948), np.float32(-3.5560925), np.float32(-3.5560925), np.float32(-3.5559664), np.float32(-3.555945), np.float32(-3.5559492), np.float32(-3.5559492), np.float32(-3.5559545), np.float32(-3.5560374), np.float32(-3.5562265), np.float32(-3.5562265), np.float32(-3.5562265), np.float32(-3.5562274), np.float32(-3.5562274), np.float32(-3.5565302), np.float32(-3.5565336), np.float32(-3.5565336), np.float32(-3.5565302), np.float32(-3.5562658), np.float32(-3.5562658), np.float32(-3.5562658), np.float32(-3.5562706), np.float32(-3.5562706)]"
XGB,"[np.float32(-3.548186), np.float32(-3.5539207), np.float32(-3.5539207), np.float32(-3.5481958), np.float32(-3.5539207), np.float32(-3.5553346), np.float32(-3.5574536), np.float32(-3.5574112), np.float32(-3.5573928), np.float32(-3.5573573), np.float32(-3.557377), np.float32(-3.557335), np.float32(-3.5573575), np.float32(-3.5563672), np.float32(-3.556458), np.float32(-3.556445), np.float32(-3.5563347), np.float32(-3.556033), np.float32(-3.5561028), np.float32(-3.5561104), np.float32(-3.5557826), np.float32(-3.555782), np.float32(-3.5557835), np.float32(-3.5557835), np.float32(-3.5557828), np.float32(-3.5557828), np.float32(-3.5557878), np.float32(-3.5557878), np.float32(-3.5557878), np.float32(-3.5557878), np.float32(-3.5560539), np.float32(-3.5557392), np.float32(-3.5557392), np.float32(-3.5557392), np.float32(-3.5557394), np.float32(-3.5557346), np.float32(-3.5557346), np.float32(-3.5557353), np.float32(-3.5557353), np.float32(-3.5554047), np.float32(-3.5554087), np.float32(-3.5554087), np.float32(-3.5554044), np.float32(-3.5554087), np.float32(-3.5554087), np.float32(-3.5554087), np.float32(-3.555405), np.float32(-3.5554087), np.float32(-3.5554087), np.float32(-3.5557084), np.float32(-3.5557134), np.float32(-3.5557134), np.float32(-3.5557134), np.float32(-3.5557134), np.float32(-3.5557134), np.float32(-3.5557134), np.float32(-3.5557084), np.float32(-3.5557134), np.float32(-3.5557134), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.556033), np.float32(-3.5563128), np.float32(-3.556122), np.float32(-3.5560026), np.float32(-3.555869), np.float32(-3.555869), np.float32(-3.555869), np.float32(-3.555869), np.float32(-3.5558739), np.float32(-3.556)]"
XGB,"[np.float32(-3.5340316), np.float32(-3.5408247), np.float32(-3.5490673), np.float32(-3.5534782), np.float32(-3.5501635), np.float32(-3.5510082), np.float32(-3.5503104), np.float32(-3.5496256), np.float32(-3.549615), np.float32(-3.550377), np.float32(-3.548261), np.float32(-3.5507226), np.float32(-3.5480971), np.float32(-3.5482163), np.float32(-3.550639), np.float32(-3.552979), np.float32(-3.550491), np.float32(-3.5528126), np.float32(-3.5505397), np.float32(-3.553128), np.float32(-3.5562947), np.float32(-3.5566983), np.float32(-3.5575297), np.float32(-3.5574703), np.float32(-3.557488), np.float32(-3.5575047), np.float32(-3.5576506), np.float32(-3.556851), np.float32(-3.5568473), np.float32(-3.556853), np.float32(-3.55684), np.float32(-3.5568154), np.float32(-3.5568924), np.float32(-3.5569305), np.float32(-3.5577123), np.float32(-3.5570366), np.float32(-3.5570366), np.float32(-3.5570414), np.float32(-3.5564888), np.float32(-3.5564888), np.float32(-3.5564888), np.float32(-3.5562186), np.float32(-3.556017), np.float32(-3.556017), np.float32(-3.5562725), np.float32(-3.5562725), np.float32(-3.5562656), np.float32(-3.556263), np.float32(-3.556035), np.float32(-3.5560389), np.float32(-3.5560389), np.float32(-3.5560389), np.float32(-3.5560389), np.float32(-3.5560346), np.float32(-3.5560205), np.float32(-3.556025), np.float32(-3.5560198), np.float32(-3.556041), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558364), np.float32(-3.5558739), np.float32(-3.5558734), np.float32(-3.5558784), np.float32(-3.5558784), np.float32(-3.5558732), np.float32(-3.5558732), np.float32(-3.5559895), np.float32(-3.5559895), np.float32(-3.5559537), np.float32(-3.5559537)]"
XGB,"[np.float32(-3.5524085), np.float32(-3.5513904), np.float32(-3.5549145), np.float32(-3.5564656), np.float32(-3.5552979), np.float32(-3.5553215), np.float32(-3.5543928), np.float32(-3.5539157), np.float32(-3.5533276), np.float32(-3.5489042), np.float32(-3.5475516), np.float32(-3.5526905), np.float32(-3.5543106), np.float32(-3.5561743), np.float32(-3.555713), np.float32(-3.5567346), np.float32(-3.5578835), np.float32(-3.558028), np.float32(-3.5571613), np.float32(-3.5570781), np.float32(-3.5570867), np.float32(-3.557058), np.float32(-3.5572417), np.float32(-3.5572262), np.float32(-3.5572827), np.float32(-3.557354), np.float32(-3.5567083), np.float32(-3.5566857), np.float32(-3.556641), np.float32(-3.5573602), np.float32(-3.5574117), np.float32(-3.5574152), np.float32(-3.5574188), np.float32(-3.5574143), np.float32(-3.5574446), np.float32(-3.5574389), np.float32(-3.5568123), np.float32(-3.5568109), np.float32(-3.5568109), np.float32(-3.556811), np.float32(-3.5568109), np.float32(-3.5568109), np.float32(-3.5568109), np.float32(-3.5574641), np.float32(-3.5574737), np.float32(-3.5574737), np.float32(-3.5568533), np.float32(-3.5568535), np.float32(-3.556437), np.float32(-3.5569258), np.float32(-3.5569258), np.float32(-3.556929), np.float32(-3.5575466), np.float32(-3.5575466), np.float32(-3.5575483), np.float32(-3.556985), np.float32(-3.5569832), np.float32(-3.5569832), np.float32(-3.5569832), np.float32(-3.556621), np.float32(-3.556621), np.float32(-3.556358), np.float32(-3.556358), np.float32(-3.556358), np.float32(-3.556358), np.float32(-3.556358), np.float32(-3.556358), np.float32(-3.5561528), np.float32(-3.5561528), np.float32(-3.5561528), np.float32(-3.5561578), np.float32(-3.5561578), np.float32(-3.5561528), np.float32(-3.5561528), np.float32(-3.5561528), np.float32(-3.5561528), np.float32(-3.556156), np.float32(-3.556156)]"
XGB,"[np.float32(-3.5705688), np.float32(-3.5641074), np.float32(-3.5586638), np.float32(-3.5621324), np.float32(-3.5580978), np.float32(-3.5571592), np.float32(-3.5585647), np.float32(-3.5573325), np.float32(-3.5584824), np.float32(-3.5570204), np.float32(-3.5558395), np.float32(-3.5569797), np.float32(-3.5555105), np.float32(-3.5554726), np.float32(-3.55584), np.float32(-3.555723), np.float32(-3.555896), np.float32(-3.557267), np.float32(-3.5585608), np.float32(-3.5584204), np.float32(-3.558197), np.float32(-3.5581908), np.float32(-3.557896), np.float32(-3.557891), np.float32(-3.557914), np.float32(-3.5565689), np.float32(-3.5578997), np.float32(-3.5578933), np.float32(-3.557923), np.float32(-3.5565832), np.float32(-3.5552452), np.float32(-3.5568688), np.float32(-3.5555334), np.float32(-3.5555334), np.float32(-3.555544), np.float32(-3.555717), np.float32(-3.5557125), np.float32(-3.555716), np.float32(-3.5557199), np.float32(-3.555718), np.float32(-3.555718), np.float32(-3.555718), np.float32(-3.555718), np.float32(-3.5557108), np.float32(-3.5558548), np.float32(-3.5558467), np.float32(-3.5558558), np.float32(-3.555847), np.float32(-3.555852), np.float32(-3.555857), np.float32(-3.555857), np.float32(-3.555857), np.float32(-3.555857), np.float32(-3.555857), np.float32(-3.5558562), np.float32(-3.5560036), np.float32(-3.5560033), np.float32(-3.556208), np.float32(-3.556208), np.float32(-3.556208), np.float32(-3.556208), np.float32(-3.556208), np.float32(-3.556208), np.float32(-3.5562084), np.float32(-3.5562084), np.float32(-3.5562084), np.float32(-3.556546), np.float32(-3.5565462), np.float32(-3.5565462), np.float32(-3.5565462), np.float32(-3.556551), np.float32(-3.55627), np.float32(-3.5562656), np.float32(-3.5562656), np.float32(-3.5562656), np.float32(-3.5562656), np.float32(-3.5562656), np.float32(-3.5562656)]"
XGB,"[np.float32(-3.557053), np.float32(-3.554729), np.float32(-3.5558035), np.float32(-3.559125), np.float32(-3.558932), np.float32(-3.5590088), np.float32(-3.5588937), np.float32(-3.5593245), np.float32(-3.559734), np.float32(-3.5598795), np.float32(-3.5598793), np.float32(-3.5591893), np.float32(-3.5591838), np.float32(-3.5578563), np.float32(-3.556584), np.float32(-3.5579326), np.float32(-3.5592768), np.float32(-3.557942), np.float32(-3.5566075), np.float32(-3.5566075), np.float32(-3.5566123), np.float32(-3.5566163), np.float32(-3.5566123), np.float32(-3.5566123), np.float32(-3.5566077), np.float32(-3.5566077), np.float32(-3.5561488), np.float32(-3.55619), np.float32(-3.55619), np.float32(-3.555979), np.float32(-3.5559742), np.float32(-3.5559886), np.float32(-3.5559886), np.float32(-3.555993), np.float32(-3.555786), np.float32(-3.5560508), np.float32(-3.5560508), np.float32(-3.5564277), np.float32(-3.5564294), np.float32(-3.5560803), np.float32(-3.556018), np.float32(-3.5560145), np.float32(-3.5559607), np.float32(-3.5559607), np.float32(-3.5559592), np.float32(-3.5559638), np.float32(-3.5559685), np.float32(-3.5559638), np.float32(-3.5559638), np.float32(-3.5560987), np.float32(-3.5560062), np.float32(-3.5560222), np.float32(-3.5560176), np.float32(-3.5560176), np.float32(-3.5560176), np.float32(-3.5560176), np.float32(-3.5560174), np.float32(-3.5561514), np.float32(-3.5561514), np.float32(-3.5561514), np.float32(-3.5561545), np.float32(-3.5561545), np.float32(-3.5561545), np.float32(-3.5561545), np.float32(-3.556046), np.float32(-3.556048), np.float32(-3.555993), np.float32(-3.555993), np.float32(-3.5560784), np.float32(-3.5559993), np.float32(-3.556001), np.float32(-3.556001), np.float32(-3.5559967), np.float32(-3.5560844), np.float32(-3.5560844), np.float32(-3.5560844), np.float32(-3.5560873), np.float32(-3.556086)]"
XGB,"[np.float32(-3.5619078), np.float32(-3.5539877), np.float32(-3.5618892), np.float32(-3.5580733), np.float32(-3.559796), np.float32(-3.5593288), np.float32(-3.5590708), np.float32(-3.5590413), np.float32(-3.5602407), np.float32(-3.558995), np.float32(-3.5594115), np.float32(-3.558065), np.float32(-3.5567243), np.float32(-3.556715), np.float32(-3.5567684), np.float32(-3.5581422), np.float32(-3.5568085), np.float32(-3.557266), np.float32(-3.559247), np.float32(-3.558042), np.float32(-3.5588036), np.float32(-3.5574386), np.float32(-3.556258), np.float32(-3.556258), np.float32(-3.556258), np.float32(-3.5562513), np.float32(-3.5559149), np.float32(-3.555905), np.float32(-3.555989), np.float32(-3.5559845), np.float32(-3.5559833), np.float32(-3.556018), np.float32(-3.5560145), np.float32(-3.5559623), np.float32(-3.5558386), np.float32(-3.5558345), np.float32(-3.555833), np.float32(-3.5571702), np.float32(-3.5558336), np.float32(-3.5558336), np.float32(-3.5556278), np.float32(-3.5556278), np.float32(-3.5556278), np.float32(-3.5556326), np.float32(-3.5556366), np.float32(-3.5556366), np.float32(-3.555632), np.float32(-3.5558226), np.float32(-3.5558224), np.float32(-3.556031), np.float32(-3.5563152), np.float32(-3.556319), np.float32(-3.556319), np.float32(-3.5560582), np.float32(-3.5560582), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5563507), np.float32(-3.5560691), np.float32(-3.5560784), np.float32(-3.5560784), np.float32(-3.5560737), np.float32(-3.5560737), np.float32(-3.5560038), np.float32(-3.5560038), np.float32(-3.556004), np.float32(-3.5561717)]"
XGB,"[np.float32(-3.5486183), np.float32(-3.5484302), np.float32(-3.5481596), np.float32(-3.5481596), np.float32(-3.5500057), np.float32(-3.5509157), np.float32(-3.5527143), np.float32(-3.550859), np.float32(-3.5528326), np.float32(-3.5528064), np.float32(-3.5528262), np.float32(-3.5548313), np.float32(-3.554774), np.float32(-3.5548036), np.float32(-3.5548134), np.float32(-3.5548003), np.float32(-3.5548105), np.float32(-3.547988), np.float32(-3.5545952), np.float32(-3.5551274), np.float32(-3.5551174), np.float32(-3.551289), np.float32(-3.5481539), np.float32(-3.548143), np.float32(-3.5477343), np.float32(-3.547781), np.float32(-3.5482152), np.float32(-3.5530372), np.float32(-3.5557828), np.float32(-3.5557811), np.float32(-3.5557814), np.float32(-3.5560439), np.float32(-3.5560422), np.float32(-3.5559695), np.float32(-3.5559754), np.float32(-3.555829), np.float32(-3.5558395), np.float32(-3.555843), np.float32(-3.555843), np.float32(-3.555843), np.float32(-3.555843), np.float32(-3.555843), np.float32(-3.555845), np.float32(-3.555845), np.float32(-3.5558453), np.float32(-3.5559962), np.float32(-3.5558386), np.float32(-3.5558388), np.float32(-3.5558388), np.float32(-3.5558388), np.float32(-3.5558388), np.float32(-3.5560095), np.float32(-3.5560095), np.float32(-3.5560095), np.float32(-3.5560095), np.float32(-3.5560095), np.float32(-3.5558174), np.float32(-3.556041), np.float32(-3.556041), np.float32(-3.556041), np.float32(-3.556041), np.float32(-3.5563238), np.float32(-3.5563238), np.float32(-3.5560496), np.float32(-3.5560496), np.float32(-3.5560496), np.float32(-3.5560496), np.float32(-3.5560496), np.float32(-3.5560496), np.float32(-3.5560496), np.float32(-3.555981), np.float32(-3.555981), np.float32(-3.5559769), np.float32(-3.5559769), np.float32(-3.5559769), np.float32(-3.5559769), np.float32(-3.555977), np.float32(-3.555977)]"
XGB,"[np.float32(-3.548186), np.float32(-3.5481858), np.float32(-3.5526907), np.float32(-3.554037), np.float32(-3.5593302), np.float32(-3.5591), np.float32(-3.5604765), np.float32(-3.5604765), np.float32(-3.5604641), np.float32(-3.558996), np.float32(-3.5576246), np.float32(-3.557542), np.float32(-3.5575402), np.float32(-3.5563369), np.float32(-3.5560298), np.float32(-3.556161), np.float32(-3.556132), np.float32(-3.556195), np.float32(-3.5562167), np.float32(-3.5569537), np.float32(-3.5569541), np.float32(-3.5569594), np.float32(-3.5569625), np.float32(-3.5569758), np.float32(-3.5569682), np.float32(-3.5569646), np.float32(-3.5569646), np.float32(-3.5569646), np.float32(-3.5569646), np.float32(-3.5569665), np.float32(-3.5569801), np.float32(-3.5569756), np.float32(-3.556977), np.float32(-3.5569837), np.float32(-3.556985), np.float32(-3.5569768), np.float32(-3.556332), np.float32(-3.556333), np.float32(-3.556333), np.float32(-3.556333), np.float32(-3.556333), np.float32(-3.556333), np.float32(-3.556346), np.float32(-3.5557365), np.float32(-3.5557415), np.float32(-3.5557415), np.float32(-3.5557375), np.float32(-3.5557365), np.float32(-3.5557365), np.float32(-3.5557365), np.float32(-3.5557365), np.float32(-3.5557365), np.float32(-3.5557365), np.float32(-3.555737), np.float32(-3.555737), np.float32(-3.5557678), np.float32(-3.5557683), np.float32(-3.5557678), np.float32(-3.556146), np.float32(-3.5566409), np.float32(-3.5566409), np.float32(-3.5561907), np.float32(-3.5558112), np.float32(-3.5558543), np.float32(-3.5558543), np.float32(-3.5558543), np.float32(-3.5558543), np.float32(-3.5558543), np.float32(-3.5558975), np.float32(-3.5558975), np.float32(-3.555903), np.float32(-3.5560427), np.float32(-3.5560374), np.float32(-3.5560374), np.float32(-3.5560374), np.float32(-3.5559845), np.float32(-3.5559847), np.float32(-3.5559845)]"
XGB,"[np.float32(-3.5513496), np.float32(-3.5525858), np.float32(-3.5565236), np.float32(-3.5565279), np.float32(-3.556956), np.float32(-3.5586333), np.float32(-3.5581408), np.float32(-3.5579276), np.float32(-3.5579383), np.float32(-3.5580597), np.float32(-3.558347), np.float32(-3.5569618), np.float32(-3.5556283), np.float32(-3.5564756), np.float32(-3.5589657), np.float32(-3.5570283), np.float32(-3.5587263), np.float32(-3.558596), np.float32(-3.558961), np.float32(-3.5590346), np.float32(-3.5586998), np.float32(-3.5590315), np.float32(-3.5583892), np.float32(-3.5591278), np.float32(-3.559707), np.float32(-3.5596943), np.float32(-3.559185), np.float32(-3.5575838), np.float32(-3.5562425), np.float32(-3.5567346), np.float32(-3.5567389), np.float32(-3.5562441), np.float32(-3.556221), np.float32(-3.5581188), np.float32(-3.5569582), np.float32(-3.5569494), np.float32(-3.557012), np.float32(-3.557011), np.float32(-3.5576746), np.float32(-3.557724), np.float32(-3.557724), np.float32(-3.557724), np.float32(-3.557724), np.float32(-3.557724), np.float32(-3.5577247), np.float32(-3.5571094), np.float32(-3.5577276), np.float32(-3.5577233), np.float32(-3.5577233), np.float32(-3.5577233), np.float32(-3.5577233), np.float32(-3.5577233), np.float32(-3.5571516), np.float32(-3.5571516), np.float32(-3.5566938), np.float32(-3.5566764), np.float32(-3.5566685), np.float32(-3.5566895), np.float32(-3.5566945), np.float32(-3.556696), np.float32(-3.5567002), np.float32(-3.5567002), np.float32(-3.5567002), np.float32(-3.5571978), np.float32(-3.5571976), np.float32(-3.5571976), np.float32(-3.5571976), np.float32(-3.5571976), np.float32(-3.556791), np.float32(-3.556488), np.float32(-3.5564935), np.float32(-3.5564935), np.float32(-3.556489), np.float32(-3.556489), np.float32(-3.556489), np.float32(-3.556489), np.float32(-3.5564864), np.float32(-3.556289)]"
